"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-02",,,,,"15.0","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-03","0.3",",,S",,,"15.2","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-04","0.0",",,S",,,"12.7","H,,S",,,"6.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-05","0.5",",,S",,,"14.1","H,,S",,,"4.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-06","0.0",",,S",,,"14.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-07",,,,,"15.1","H,,S",,,"10.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-08",,,,,"13.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-09",,,,,"13.8","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-10",,,,,"15.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-11",,,,,"13.7","H,,S",,,"4.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-12",,,,,"12.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-13",,,,,"13.5","H,,S",,,"7.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-14",,,,,"13.6","H,,S",,,"5.2",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-15",,,,,"15.0","H,,S","23.2",",,S","10.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-16","0.3",",,S",,,"14.7","H,,S","24.2",",,S","11.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-17","0.3",",,S",,,"14.3","H,,S","19.6",",,S","11.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-18","0.0",",,S",,,"15.2","H,,S","20.0",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-19",,,,,"15.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-20",,,,,"15.3","H,,S","23.3",",,S","9.4",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-21","0.3",",,S",,,"17.2","H,,S","26.8",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-22","0.0",",,S",,,"16.0","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-23","0.3",",,S",,,"17.0","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-24","0.0",",,S",,,"16.2","H,,S",,,"7.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-25",,,,,"14.6","H,,S","21.4",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-26",,,,,"15.2","H,,S","20.8",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-27",,,,,"15.5","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-28",,,,,"16.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-02-29",,,,,"14.8","H,,S",,,"9.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-01","0.3",",,S",,,"14.8","H,,S","22.6",",,S","7.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-02","0.0",",,S",,,"15.9","H,,S",,,"10.2",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-03",,,,,"16.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-04",,,,,"15.7","H,,S",,,"9.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-05",,,,,"15.4","H,,S",,,"12.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-06","0.5",",,S",,,"14.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-07","0.0",",,S",,,"13.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-08",,,,,"14.8","H,,S","25.1",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-09",,,,,"14.6","H,,S",,,"5.2",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-10",,,,,"14.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-11",,,,,"18.7","H,,S","31.4",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-12",,,,,"17.2","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-13",,,,,"15.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-14",,,,,"15.9","H,,S",,,"12.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-15",,,,,"15.8","H,,S",,,"12.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-16",,,,,"13.3","H,,S","16.2",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-17",,,,,"10.6","H,,S","16.9",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-18",,,,,"12.8","H,,S",,,"7.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-19",,,,,"15.6","H,,S",,,"10.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-20",,,,,"14.1","H,,S","18.7",",,S","10.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-21","7.9",",,S",,,"13.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-22","0.5",",,S",,,"13.3","H,,S",,,"9.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-23","2.0",",,S",,,"12.9","H,,S","19.4",",,S","5.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-24","0.0",",,S",,,"13.5","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-25","0.5",",,S",,,"13.6","H,,S",,,"6.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-26","0.5",",,S",,,"15.0","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-27","0.0",",,S",,,"14.3","H,,S","19.8",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-28",,,,,"13.1","H,,S",,,"6.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-29",,,,,"12.7","H,,S",,,"6.4",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-30",,,,,"14.6","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-03-31","14.0",",,S",,,"15.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-01","9.9",",,S",,,"14.5","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-02","5.1",",,S",,,"12.8","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-03","0.0",",,S",,,"14.2","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-04",,,,,"17.1","H,,S",,,"11.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-05",,,,,"17.4","H,,S",,,"9.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-06",,,,,"19.1","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-07",,,,,"18.6","H,,S",,,"13.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-08",,,,,"18.9","H,,S",,,"14.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-09",,,,,"18.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-10",,,,,"18.3","H,,S",,,"14.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-11",,,,,"17.6","H,,S","22.3",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-12",,,,,"16.1","H,,S",,,"12.3",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-13","0.5",",,S",,,"16.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-14","0.0",",,S",,,"16.7","H,,S",,,"10.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-15","3.0",",,S",,,"17.6","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-16","0.0",",,S",,,"17.3","H,,S","26.7",",,S","9.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-17",,,,,"17.8","H,,S","24.1",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-18",,,,,"17.1","H,,S",,,"14.1",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-19",,,,,"16.5","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-20",,,,,"16.1","H,,S",,,"9.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-21","4.1",",,S",,,"15.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-22","2.0",",,S",,,"14.9","H,,S",,,"7.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-23","0.0",",,S",,,"16.4","H,,S","20.6",",,S","13.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-24",,,,,"17.7","H,,S","23.2",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-25","8.9",",,S",,,"15.6","H,,S","18.7",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-26","3.0",",,S",,,"14.8","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-27","0.0",",,S",,,"16.2","H,,S",,,"8.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-28","0.3",",,S",,,"17.2","H,,S",,,"11.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-29","0.0",",,S",,,"17.2","H,,S",,,"10.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-04-30",,,,,"17.6","H,,S","24.2",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-01",,,,,"19.1","H,,S","25.2",",,S","13.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-02",,,,,"21.8","H,,S",,,"14.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-03",,,,,"27.8","H,,S",,,"16.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-04",,,,,"20.5","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-05",,,,,"19.4","H,,S","25.0",",,S","16.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-06",,,,,"19.1","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-07",,,,,"19.9","H,,S",,,"14.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-08",,,,,"19.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-09",,,,,"18.8","H,,S",,,"13.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-10",,,,,"18.7","H,,S","23.1",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-11",,,,,"17.8","H,,S",,,"11.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-12",,,,,"18.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-13",,,,,"16.1","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-14",,,,,"14.6","H,,S",,,"11.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-15",,,,,"14.9","H,,S",,,"12.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-16","38.1",",,S",,,"16.3","H,,S",,,"11.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-17","2.0",",,S",,,"18.1","H,,S",,,"11.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-18","0.0",",,S",,,"20.7","H,,S",,,"13.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-19",,,,,"22.5","H,,S",,,"12.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-20",,,,,"21.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-21",,,,,"21.4","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-22",,,,,"22.2","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-23","0.5",",,S",,,"24.2","H,,S",,,"14.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-24","0.0",",,S",,,"25.5","H,,S",,,"16.4",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-25",,,,,"25.3","H,,S",,,"16.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-26",,,,,"23.3","H,,S",,,"17.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-27",,,,,"22.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-28",,,,,"21.4","H,,S",,,"17.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-29",,,,,"21.6","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-30",,,,,"21.2","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-05-31",,,,,"22.3","H,,S",,,"17.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-01",,,,,"21.6","H,,S",,,"16.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-02",,,,,"21.6","H,,S",,,"14.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-03",,,,,"22.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-04",,,,,"20.4","H,,S","27.0",",,S","15.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-05",,,,,"21.3","H,,S",,,"14.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-06",,,,,"23.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-07","0.0",",,S",,,"21.8","H,,S","26.6",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-08",,,,,"19.6","H,,S",,,"15.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-09",,,,,"19.3","H,,S","24.2",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-10",,,,,"19.0","H,,S",,,"12.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-11",,,,,"19.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-12",,,,,"19.1","H,,S","25.3",",,S","12.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-13",,,,,"20.2","H,,S",,,"13.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-14",,,,,"20.9","H,,S","27.5",",,S","14.4",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-15",,,,,"21.3","H,,S",,,"16.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-16",,,,,"20.3","H,,S",,,"15.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-17",,,,,"21.2","H,,S",,,"17.4",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-18",,,,,"20.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-19",,,,,"20.9","H,,S",,,"18.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-20",,,,,"22.1","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-21",,,,,"22.4","H,,S",,,"13.3",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-22",,,,,"22.8","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-23",,,,,"23.4","H,,S",,,"19.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-24",,,,,"22.3","H,,S",,,"19.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-25",,,,,"21.7","H,,S","24.3",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-26",,,,,"20.9","H,,S",,,"18.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-27",,,,,"21.4","H,,S",,,"18.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-28",,,,,"22.6","H,,S","28.4",",,S","18.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-29",,,,,"22.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-06-30",,,,,"23.3","H,,S",,,"18.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-01",,,,,"23.2","H,,S",,,"18.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-02",,,,,"23.3","H,,S","29.2",",,S","19.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-03",,,,,"22.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-04",,,,,"23.8","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-05",,,,,"26.1","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-06",,,,,"30.2","H,,S","40.3",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-07",,,,,"32.8","H,,S","43.5",",,S","20.0",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-08",,,,,"25.0","H,,S","29.4",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-09",,,,,"22.3","H,,S",,,"18.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-10",,,,,"23.4","H,,S",,,"18.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-11","0.3",",,S",,,"25.1","H,,S",,,"18.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-12","0.0",",,S",,,"24.6","H,,S","30.3",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-13",,,,,"24.5","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-14",,,,,"25.0","H,,S",,,"18.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-15",,,,,"26.3","H,,S",,,"20.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-16",,,,,"29.1","H,,S","38.1",",,S","20.8",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-17",,,,,"27.9","H,,S","39.7",",,S",,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-18",,,,,"25.2","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-19",,,,,"25.6","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-20",,,,,"24.6","H,,S","30.4",",,S","20.9",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-21",,,,,"24.0","H,,S",,,"20.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-22",,,,,"24.3","H,,S",,,"18.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-23",,,,,"25.1","H,,S",,,"20.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-24",,,,,"25.3","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-25","0.5",",,S",,,"24.6","H,,S","30.7",",,S","20.2",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-26","0.0",",,S",,,"24.9","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-27",,,,,"24.1","H,,S",,,"18.5",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-28",,,,,"23.8","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-29",,,,,"23.7","H,,S",,,,
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-30",,,,,"24.4","H,,S",,,"20.7",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-07-31",,,,,"25.4","H,,S",,,"21.6",",,S"
"MO000060156","NOUASSEUR, MO","33.367","-7.583","206.0","2020-08-01",,,,,"27.5","H,,S",,,,
